Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2015-12-30,666.85,675.0,658.6,671.05,669.4,3502.0,140.0,2344236.0,2552.0,72.87,16.4,4.2
2015-12-29,660.85,674.0,656.0,666.15,667.28,3536.0,219.0,2359509.0,1127.0,31.87,18.0,5.3
2015-12-28,651.55,669.0,638.0,664.7,653.53,9961.0,495.0,6509834.0,6629.0,66.55,31.0,13.15
2015-12-24,629.05,652.0,619.95,646.65,620.93,136614.0,452.0,84828023.0,131850.0,96.51,32.05,17.6
2015-12-23,613.0,639.0,605.0,626.0,627.51,12196.0,829.0,7653065.0,5679.0,46.56,34.0,13.0
2015-12-22,600.1,614.9,598.0,611.1,611.08,247800.0,202.0,151425700.0,246719.0,99.56,16.9,11.0
2015-12-21,601.0,609.9,596.0,607.15,604.41,1574.0,166.0,951349.0,824.0,52.35,13.9,6.15
2015-12-18,600.0,604.0,598.0,600.7,600.26,2019.0,62.0,1211933.0,1749.0,86.63,6.0,0.7
2015-12-17,600.0,607.7,595.0,601.55,601.29,2902.0,195.0,1744939.0,1328.0,45.76,12.7,1.55
2015-12-16,600.0,605.0,593.0,600.85,598.53,2903.0,150.0,1737522.0,2067.0,71.2,12.0,0.85
2015-12-15,595.0,600.7,591.1,596.15,593.85,9988.0,173.0,5931396.0,8183.0,81.93,9.6,1.15
2015-12-14,589.4,599.0,585.1,594.95,590.48,2104.0,132.0,1242361.0,1393.0,66.21,13.9,5.55
2015-12-11,600.0,607.9,590.0,593.45,594.45,5228.0,349.0,3107793.0,2644.0,50.57,17.9,-6.55
2015-12-10,585.75,595.0,577.05,591.5,588.11,1710.0,94.0,1005663.0,939.0,54.91,17.95,5.75
2015-12-09,592.05,595.0,584.85,585.7,586.3,2438.0,132.0,1429391.0,,,10.15,-6.35
2015-12-08,603.05,608.5,590.0,593.35,601.13,3679.0,342.0,2211553.0,1658.0,45.07,18.5,-9.7
2015-12-07,588.4,608.0,579.85,604.95,597.9,10044.0,700.0,6005307.0,6504.0,64.76,28.15,16.55
2015-12-04,585.4,591.0,584.95,586.0,586.72,3564.0,228.0,2091084.0,2427.0,68.1,6.05,0.6
2015-12-03,590.05,598.9,582.0,588.0,588.95,2622.0,182.0,1544223.0,1333.0,50.84,16.9,-2.05
2015-12-02,590.9,598.1,584.0,589.45,589.13,4374.0,260.0,2576841.0,1418.0,32.42,14.1,-1.45
2015-12-01,595.0,608.7,588.0,589.75,596.19,49800.0,634.0,29690377.0,45553.0,91.47,20.7,-5.25
2015-11-30,585.0,611.2,583.0,587.9,595.2,20878.0,959.0,12426672.0,10260.0,49.14,28.2,2.9
2015-11-27,577.95,581.5,573.4,576.9,577.31,2896.0,190.0,1671894.0,1837.0,63.43,8.1,-1.05
2015-11-26,579.15,586.7,573.75,576.5,579.35,2960.0,221.0,1714881.0,1828.0,61.76,12.95,-2.65
2015-11-24,586.0,590.0,577.0,579.85,581.7,1352.0,113.0,786462.0,1022.0,75.59,13.0,-6.15
2015-11-23,592.65,594.0,583.5,586.9,587.88,4126.0,171.0,2425574.0,3560.0,86.28,10.5,-5.75
2015-11-20,605.0,607.0,594.0,595.65,601.18,1356.0,69.0,815194.0,839.0,61.87,13.0,-9.35
2015-11-19,601.55,611.6,600.45,602.05,606.49,3998.0,400.0,2424754.0,1410.0,35.27,11.15,0.5
2015-11-18,612.85,617.3,584.0,592.05,593.71,27292.0,1235.0,16203643.0,14965.0,54.83,33.3,-20.8
2015-11-17,588.5,611.9,586.95,609.6,603.1,3707.0,350.0,2235698.0,1582.0,42.68,24.95,21.1
2015-11-16,590.0,596.0,568.0,591.7,580.7,3404.0,269.0,1976701.0,1275.0,37.46,28.0,1.7
2015-11-13,638.0,638.0,586.15,588.35,592.15,3441.0,277.0,2037604.0,1428.0,41.5,51.85,-49.65
2015-11-11,624.2,624.2,596.0,603.85,603.25,1052.0,102.0,634621.0,653.0,62.07,28.2,-20.35
2015-11-10,604.95,618.5,582.95,586.4,601.59,5628.0,629.0,3385769.0,2229.0,39.61,35.55,-18.55
2015-11-09,596.0,611.9,585.0,598.05,598.7,10784.0,704.0,6456404.0,3892.0,36.09,26.9,2.05
2015-11-06,616.1,619.0,596.4,608.4,603.66,2631.0,204.0,1588226.0,1545.0,58.72,22.6,-7.7
2015-11-05,631.0,631.0,616.25,621.0,624.58,15143.0,138.0,9457988.0,1073.0,7.09,14.75,-10.0
2015-11-04,621.1,630.0,613.35,624.95,624.14,3486.0,251.0,2175744.0,2294.0,65.81,16.65,3.85
2015-11-03,616.95,624.3,611.7,616.1,618.46,1233.0,146.0,762557.0,631.0,51.18,12.6,-0.85
2015-11-02,614.05,624.9,609.5,614.75,613.53,1637.0,197.0,1004341.0,899.0,54.92,15.4,0.7
2015-10-30,623.1,625.0,615.0,617.25,619.13,2479.0,212.0,1534827.0,1615.0,65.15,10.0,-5.85
2015-10-29,636.3,639.55,615.0,622.0,625.52,3636.0,289.0,2274381.0,1630.0,44.83,24.55,-14.3
2015-10-28,635.75,639.0,631.25,636.4,635.23,887.0,81.0,563449.0,533.0,60.09,7.75,0.65
2015-10-27,632.45,640.0,627.35,636.05,634.1,939.0,146.0,595418.0,437.0,46.54,12.65,3.6
2015-10-26,638.0,641.7,631.0,632.05,632.36,7344.0,179.0,4644026.0,6835.0,93.07,10.7,-5.95
2015-10-23,666.7,669.0,633.1,635.95,647.07,2849.0,349.0,1843498.0,1553.0,54.51,35.9,-30.75
2015-10-21,660.25,666.75,655.15,657.85,661.62,4405.0,370.0,2914421.0,2077.0,47.15,11.6,-2.4
2015-10-20,646.0,675.0,643.05,655.15,658.06,69490.0,2836.0,45728836.0,57359.0,82.54,31.95,9.15
2015-10-19,644.95,653.25,640.5,646.6,645.45,1963.0,243.0,1267021.0,1188.0,60.52,12.75,1.65
2015-10-16,653.0,654.95,639.75,640.85,643.33,4177.0,228.0,2687205.0,3109.0,74.43,15.2,-12.15
2015-10-15,645.0,650.9,636.2,645.5,645.18,1402.0,134.0,904546.0,717.0,51.14,14.7,0.5
2015-10-14,635.0,644.85,633.3,641.45,640.36,1558.0,85.0,997685.0,703.0,45.12,11.55,6.45
2015-10-13,630.5,633.25,622.1,630.05,627.53,2823.0,234.0,1771517.0,1239.0,43.89,11.15,-0.45
2015-10-12,625.95,639.0,617.0,631.35,625.99,7053.0,227.0,4415117.0,3809.0,54.01,22.0,5.4
2015-10-09,624.15,633.5,617.5,620.1,624.89,4359.0,297.0,2723888.0,2739.0,62.84,16.0,-4.05
2015-10-08,630.0,636.7,614.0,616.0,623.69,2792.0,239.0,1741353.0,2023.0,72.46,22.7,-14.0
2015-10-07,632.5,640.0,632.0,634.6,635.89,1342.0,106.0,853360.0,881.0,65.65,8.0,2.1
2015-10-06,638.0,645.15,629.25,631.3,635.09,4951.0,371.0,3144353.0,1381.0,27.89,15.9,-6.7
2015-10-05,624.3,639.0,617.0,621.25,625.72,3046.0,224.0,1905929.0,1171.0,38.44,22.0,-3.05
2015-10-01,620.0,626.0,611.0,613.5,620.06,3448.0,175.0,2137961.0,2377.0,68.94,15.0,-6.5
2015-09-30,625.0,628.65,608.4,619.85,620.13,2303.0,213.0,1428156.0,1075.0,46.68,20.25,-5.15
2015-09-29,625.05,634.0,620.0,625.0,623.48,858.0,107.0,534942.0,501.0,58.39,14.0,-0.05
2015-09-28,628.1,635.0,628.0,631.8,631.65,2800.0,185.0,1768617.0,677.0,24.18,7.0,3.7
2015-09-24,625.0,633.85,620.1,632.3,627.39,821.0,97.0,515087.0,411.0,50.06,13.75,7.3
2015-09-23,613.4,634.5,613.35,624.9,625.25,1251.0,122.0,782194.0,651.0,52.04,21.15,11.5
2015-09-22,618.0,635.05,618.0,624.2,626.76,3730.0,284.0,2337813.0,2326.0,62.36,17.05,6.2
2015-09-21,620.0,626.0,617.0,625.05,619.93,22011.0,139.0,13645297.0,21431.0,97.36,9.0,5.05
2015-09-18,627.0,627.5,616.0,618.25,619.57,2834.0,212.0,1755871.0,1591.0,56.14,11.5,-8.75
2015-09-16,626.0,626.55,613.0,616.45,619.21,3390.0,260.0,2099127.0,2043.0,60.27,13.55,-9.55
2015-09-15,626.35,650.0,614.5,625.5,629.69,15737.0,693.0,9909353.0,5981.0,38.01,35.5,-0.85
2015-09-14,621.0,624.2,614.75,620.7,619.49,1732.0,150.0,1072958.0,829.0,47.86,9.45,-0.3
2015-09-11,643.0,645.0,611.0,619.6,620.38009141,14878.0,769.0,9230015.0,5707.0,38.36,34.0,-23.4
2015-09-10,644.0,644.0,623.0,634.25,633.414888211,3936.0,338.0,2493121.0,1686.0,42.84,21.0,-9.75
2015-09-09,655.2,700.0,635.4,639.1,651.591666667,8400.0,889.0,5473370.0,2312.0,27.52,64.6,-16.1
2015-09-08,610.0,632.0,588.7,626.75,609.468027942,3722.0,218.0,2268440.0,1942.0,52.18,43.3,16.75
2015-09-07,628.05,628.05,599.0,604.1,609.796651695,2449.0,165.0,1493392.0,1407.0,57.45,29.05,-23.95
2015-09-04,637.0,637.0,615.0,620.8,623.006791171,2945.0,318.0,1834755.0,1213.0,41.19,22.0,-16.2
2015-09-03,698.0,698.0,632.25,644.35,639.903297683,6732.0,399.0,4307829.0,1955.0,29.04,65.75,-53.65
2015-09-02,679.9,681.0,650.0,653.3,661.147595357,3015.0,246.0,1993360.0,1762.0,58.44,31.0,-26.6
2015-09-01,679.95,680.0,660.25,665.2,664.151842949,2496.0,193.0,1657723.0,1350.0,54.09,19.75,-14.75
2015-08-31,697.95,697.95,660.0,671.6,667.585807181,3537.0,270.0,2361251.0,1403.0,39.67,37.95,-26.35
2015-08-28,709.95,711.35,675.75,680.7,696.790994053,1177.0,138.0,820123.0,473.0,40.19,35.6,-29.25
2015-08-27,684.15,703.25,684.0,694.15,691.594405594,2860.0,250.0,1977960.0,631.0,22.06,19.25,10.0
2015-08-26,655.85,692.95,654.0,681.85,677.014445008,3946.0,352.0,2671499.0,1454.0,36.85,38.95,26.0
2015-08-25,680.0,693.85,610.0,667.95,638.887443439,19448.0,1561.0,12425083.0,8774.0,45.12,83.85,-12.05
2015-08-24,715.4,726.0,657.0,666.65,686.853745372,7022.0,492.0,4823087.0,3421.0,48.72,69.0,-48.75
2015-08-21,730.0,735.0,720.0,730.9,730.053590341,4721.0,330.0,3446583.0,1158.0,24.53,15.0,0.9
2015-08-20,750.0,754.35,735.0,737.75,742.031665253,3537.0,287.0,2624566.0,1287.0,36.39,19.35,-12.25
2015-08-19,761.65,761.65,739.25,753.0,749.456473067,7593.0,342.0,5690623.0,4118.0,54.23,22.4,-8.65
2015-08-18,770.0,777.5,751.0,752.5,765.766042608,7745.0,537.0,5930858.0,2462.0,31.79,26.5,-17.5
2015-08-17,771.5,771.5,751.0,756.3,758.383344205,4599.0,340.0,3487805.0,1693.0,36.81,20.5,-15.2
2015-08-14,772.1,782.0,745.5,771.0,762.759541985,5502.0,416.0,4196703.0,2301.0,41.82,36.5,-1.1
2015-08-13,803.4,811.5,769.0,772.5,785.768294351,7311.0,574.0,5744752.0,1664.0,22.76,42.5,-30.9
2015-08-12,820.4,820.4,797.7,805.35,806.016143235,3407.0,293.0,2746097.0,1098.0,32.23,22.7,-15.05
2015-08-11,835.0,835.0,814.55,818.0,823.030914984,4011.0,361.0,3301177.0,1624.0,40.49,20.45,-17.0
2015-08-10,835.0,850.0,822.1,827.7,836.40625881,3547.0,324.0,2966733.0,1333.0,37.58,27.9,-7.3
2015-08-07,865.0,869.5,836.0,843.1,857.00668937,8222.0,494.0,7046309.0,2588.0,31.48,33.5,-21.9
2015-08-06,836.0,874.0,826.0,857.05,859.327322619,12755.0,985.0,10960720.0,2576.0,20.2,48.0,21.05
2015-08-05,840.0,840.0,823.5,830.2,831.217099237,6550.0,553.0,5444472.0,1161.0,17.73,16.5,-9.8
2015-08-04,820.0,835.2,815.0,825.85,824.503889586,3985.0,399.0,3285648.0,701.0,17.59,20.2,5.85
2015-08-03,821.85,827.75,811.25,819.0,820.384111221,5035.0,370.0,4130634.0,1255.0,24.93,16.5,-2.85
2015-07-31,808.55,825.95,807.55,820.65,820.169530154,5704.0,386.0,4678247.0,565.0,9.91,18.4,12.1
2015-07-30,836.85,836.85,815.0,819.85,826.283835006,4485.0,403.0,3705883.0,765.0,17.06,21.85,-17.0
2015-07-29,807.0,854.9,801.1,831.95,834.770408834,15214.0,950.0,12700197.0,5832.0,38.33,53.8,24.95
2015-07-28,822.0,822.0,792.55,795.75,809.612154908,5216.0,363.0,4222937.0,701.0,13.44,29.45,-26.25
2015-07-27,808.4,835.0,791.4,826.9,813.916758258,17287.0,767.0,14070179.0,5778.0,33.42,43.6,18.5
2015-07-24,824.9,835.0,809.95,812.2,820.908015537,5664.0,356.0,4649623.0,1402.0,24.75,25.05,-12.7
2015-07-23,800.0,821.5,788.05,814.85,803.819648349,17233.0,821.0,13852224.0,7721.0,44.8,33.45,14.85
2015-07-22,816.3,833.5,785.05,821.25,822.059094005,5872.0,343.0,4827131.0,2726.0,46.42,48.45,4.95
2015-07-21,782.0,843.0,782.0,810.45,818.239636872,35800.0,2212.0,29292979.0,10377.0,28.99,61.0,28.45
2015-07-20,781.95,801.0,778.4,782.9,789.221039317,9487.0,518.0,7487340.0,3636.0,38.33,22.6,0.95
2015-07-17,772.05,781.95,770.0,777.75,778.235767991,5586.0,334.0,4347225.0,3143.0,56.27,11.95,5.7
2015-07-16,773.75,783.25,770.0,771.6,776.166982922,3689.0,259.0,2863280.0,1002.0,27.16,13.25,-2.15
2015-07-15,765.0,775.0,763.0,770.0,770.306343205,9522.0,396.0,7334857.0,5349.0,56.18,12.0,5.0
2015-07-14,770.0,780.0,760.5,762.5,773.013567174,15110.0,442.0,11680235.0,7756.0,51.33,19.5,-7.5
2015-07-13,766.25,770.0,762.65,769.0,767.397268409,1684.0,105.0,1292297.0,970.0,57.6,7.35,2.75
2015-07-10,772.5,772.5,762.75,764.45,767.306491189,4483.0,176.0,3439835.0,2644.0,58.98,9.75,-8.05
2015-07-09,769.65,782.0,757.75,763.6,768.158006568,5177.0,322.0,3976754.0,1574.0,30.4,24.25,-6.05
2015-07-08,766.35,777.8,750.4,757.3,764.917560127,6902.0,450.0,5279461.0,2536.0,36.74,27.4,-9.05
2015-07-07,788.6,790.0,765.0,767.8,773.157639244,3914.0,295.0,3026139.0,1811.0,46.27,25.0,-20.8
2015-07-06,731.65,807.6,731.65,778.8,778.645893741,22417.0,1238.0,17454905.0,7063.0,31.51,75.95,47.15
2015-07-03,749.0,763.8,746.4,751.3,757.129792826,12936.0,829.0,9794231.0,3952.0,30.55,17.4,2.3
2015-07-02,735.0,752.0,735.0,747.7,746.215774538,10219.0,459.0,7625579.0,5092.0,49.83,17.0,12.7
2015-07-01,720.0,739.0,717.55,732.75,725.706783779,5351.0,431.0,3883257.0,2922.0,54.61,21.45,12.75
2015-06-30,722.0,726.5,711.0,718.5,719.930077691,2703.0,248.0,1945971.0,1448.0,53.57,15.5,-3.5
2015-06-29,728.0,749.95,718.5,723.65,733.031378068,24157.0,1019.0,17707839.0,9348.0,38.7,31.45,-4.35
2015-06-26,721.35,740.0,720.1,737.3,735.276305024,12222.0,617.0,8986547.0,5747.0,47.02,19.9,15.95
2015-06-25,731.85,734.7,718.75,719.9,727.194329592,1693.0,136.0,1231140.0,1130.0,66.75,15.95,-11.95
2015-06-24,731.0,735.5,725.0,729.9,730.686111111,2160.0,125.0,1578282.0,1497.0,69.31,10.5,-1.1
